cast,number_of_title,vote_average
Sandrine Holt,2,6.449999999999999
Sandrine Kiberlain,1,6.4
Sanjay Taneja,1,5.5
Sanjeev Bhaskar,1,5.7
Sanna Persson,1,5.4
Saoirse Ronan,4,6.449999999999999
Sara Fabel,1,5.7
Sara Malakul Lane,1,6.1
Sara Paxton,3,6.133333333333333
Sarah Baker,1,5.5
Sarah Baldwin,1,5.2
Sarah Bolger,2,5.550000000000001
Sarah Burns,2,5.8
Sarah Butler,3,5.599999999999999
Sarah Chalke,1,5.5
Sarah Drew,1,5.9
Sarah Dugdale,1,5.4
Sarah Dumont,1,5.8
Sarah Gadon,4,6.300000000000001
Sarah Glendening,1,5.2
Sarah Habel,1,5.6
Sarah Hyland,3,5.199999999999999
Sarah Jessica Parker,2,6.199999999999999
Sarah Lancashire,1,5.1
Sarah Lian,1,7.3
Sarah Lieving,1,5.9
Sarah Lind,2,6.4
Sarah Michelle Gellar,2,6.0
Sarah Parish,1,5.4
Sarah Paulson,2,5.3
Sarah Polley,2,6.55
Sarah Roberts,1,4.4
Sarah Roemer,2,5.5
Sarah Scott,1,3.4
Sarah Sculco,1,6.0
Sarah Silverman,3,5.8999999999999995
Sarah Snook,4,5.825
Sarah Solemani,1,5.8
Sarah Steele,1,5.1
Sarah Stouffer,1,5.8
Sarah Strange,1,5.3
Sarah Wayne Callies,3,6.633333333333333
Sarah Wright,1,6.8
Sarah Wynter,1,7.0
Sari Lennick,1,4.7
Sarita Choudhury,1,5.5
Sasha Barrese,1,5.7
Sasha Grey,3,6.7
Satomi Moriya,1,6.6
Satsuki Yukino,1,6.7
Saul Kahan,1,4.0
Saxon Sharbino,1,5.1
Scarlett Johansson,6,5.883333333333333
Scoot McNairy,7,5.685714285714286
Scot Williams,1,6.5
Scott Adkins,5,5.839999999999999
Scott Adsit,2,6.15
Scott Bakula,2,5.55
Scott Beehner,1,6.2
Scott Cohen,2,6.6
Scott Dymond,1,6.3
Scott Eastwood,2,5.050000000000001
Scott Evans,1,7.2
Scott Foley,2,6.199999999999999
Scott Glenn,1,5.3
Scott Harders,1,4.9
Scott Marcus,1,7.0
Scott Mechlowicz,2,5.5
Scott Mescudi,2,5.449999999999999
Scott Michael Foster,1,5.9
Scott Mortensen,1,5.9
Scott Porter,3,5.966666666666666
Scott Poythress,2,5.85
Scott Speedman,4,5.9750000000000005
Scottie Thompson,2,6.7
Scout Taylor-Compton,3,5.2
Sean Astin,9,5.777777777777779
Sean Bean,5,5.9799999999999995
Sean Bridgers,1,7.3
Sean Cameron Michael,1,6.1
Sean Carrigan,1,5.3
Sean Combs,2,5.35
Sean Connery,1,5.8
Sean Faris,1,6.3
Sean Gunn,1,7.0
Sean Harris,3,5.6000000000000005
Sean Hayes,1,5.9
Sean Lawlor,1,6.6
Sean Maguire,1,5.2
Sean Maher,1,5.8
Sean Marshall,1,6.2
Sean McGrath,1,6.0
Sean Patrick Flanery,3,6.166666666666667
Sean Patrick Thomas,1,7.1
Sean Penn,2,5.9
Sean Pertwee,1,6.7
Sean Rogerson,1,5.9
Sean Whalen,2,5.8
Sean Young,2,5.9
Seann William Scott,4,6.4
Sebastian Armesto,1,6.4
Sebastian Cabot,1,6.0
Sebastian Ingrosso,1,6.2
Sebastian Koch,1,6.0
Sebastian Martinez,1,6.5
Sebastian Schipper,2,5.9
Sebastian Stan,3,6.266666666666667
Sebastian de Souza,1,7.1
SebastiÃ¡n Silva,1,5.3
Sela Ward,1,5.0
Selena Gomez,7,5.3999999999999995
Selina Lo,1,5.9
Selton Mello,1,6.6
Ser'Darius Blain,1,6.4
Serafina Fiore,1,4.3
Serge Houde,1,7.2
Serge Nubret,1,5.5
Sergi LÃ³pez,2,6.6
Sergio Castellitto,1,6.4
Seri DeYoung,1,3.6
Serinda Swan,1,5.1
Seth Ginsberg,1,7.4
Seth Green,4,5.949999999999999
Seth MacFarlane,4,6.35
Seth Rogen,10,5.95
Seung-won Jeong,1,5.2
Seychelle Gabriel,1,5.4
Shad Moss,1,6.8
Shah Rukh Khan,1,6.8
Shailene Woodley,4,5.975
Shameik Moore,1,5.2
Shane Brolly,1,6.7
Shane Dawson,2,4.75
Shane Harper,2,7.25
Shane Jacobson,1,7.1
Shane Johnson,1,4.6
Shane Kippel,1,6.8
Shane McRae,1,6.9
Shane Van Dyke,2,6.5
Shane West,3,5.933333333333334
Shane Woodward,1,5.6
Shanika Warren-Markland,1,6.7
Shannon Beckner,1,6.5
Shannon Eagen,1,5.1
Shannon Elizabeth,2,6.2
Shannon Whisnant,1,6.7
Shannon Woodward,1,5.7
Shannyn Sossamon,2,6.25
Shantel VanSanten,2,6.3
Shanti Roney,1,7.0
Shareeka Epps,1,6.7
Sharlto Copley,5,6.319999999999999
Sharman Joshi,1,7.2
Sharni Vinson,1,5.5
Sharon Hinnendael,1,5.2
Sharon Lawrence,2,5.9
Sharon Maughan,1,7.0
Sharon Stone,1,5.5
Shashawnee Hall,1,6.1
Shaun Dooley,1,7.0
Shaun Evans,1,7.6
Shaun Sipos,2,5.35
Shaun Toub,1,7.0
Shauna Macdonald,2,7.05
Shawn Ashmore,1,6.8
Shawn Christensen,1,6.9
Shawn Doyle,2,6.85
Shawn Hatosy,1,6.4
Shawn Parsons,1,7.4
Shawn Roberts,1,6.7
Shazib Ali,1,5.8
Shea Whigham,2,5.9
Sheikh Hassan Yousef,1,7.1
Sheila Kelley,1,6.6
Sheila Reid,1,5.8
Sheila Vand,1,5.2
Shelby Young,1,6.6
Shelley Duvall,1,6.5
Shelley Hennig,1,7.2
Shemar Moore,1,6.5
Shenae Grimes,1,5.7
Shep Gordon,1,7.3
Shepard Fairey,1,7.1
Shera Bechard,1,5.0
Sheri Moon Zombie,2,6.050000000000001
Sheridan Smith,1,7.0
Sherman Augustus,1,5.4
Sherry Stringfield,2,5.85
Sheryl Lee,1,5.2
Shia LaBeouf,4,5.800000000000001
Shiloh Fernandez,2,5.85
Shirley Henderson,2,5.15
Shirley Knight,1,6.1
Shirley MacLaine,1,6.3
Shirley Venard,1,5.8
Shohreh Aghdashloo,3,5.466666666666666
Shoshana Bush,1,6.6
Shu Qi,1,5.6
Shye Ben Tzur,1,6.9
ShÅ Hayami,1,4.7
Sia Trokenheim,1,7.1
Sid Haig,1,6.6
Siddharth Shukla,1,6.0
Sidharth Malhotra,1,4.9
Sidney Bernstein,1,4.0
Sidse Babett Knudsen,1,6.0
Sienna Guillory,1,5.9
Sienna Miller,8,5.449999999999999
Sierra McCormick,1,6.0
Sigourney Weaver,4,6.199999999999999
Silvia PÃ©rez,1,6.5
Simon Abkarian,3,5.5
Simon Baker,1,6.7
Simon Bird,1,5.2
Simon Cotton,1,7.0
Simon Helberg,1,6.6
Simon Hutchins,1,6.5
Simon Pegg,9,6.222222222222221
Simon Potter,1,3.8
Simon Rex,1,7.6
Simone Kessell,1,5.3
Siobhan Fallon,2,6.65
Siobhan Williams,1,6.7
Sisca Jessica,1,6.5
Sissy Spacek,2,6.550000000000001
Skandar Keynes,1,5.9
Skeet Ulrich,1,5.8
Sky Ferreira,1,6.6
Skylar Astin,1,5.8
Skyler Gisondo,1,4.4
Skyler Samuels,1,6.2
Slim Pickens,1,5.2
Slim Twig,1,6.0
Socratis Otto,1,6.6
Sofia Black-D'Elia,1,6.8
Sofia Pernas,1,4.6
Sofia Vassilieva,1,7.6
SofÃ­a Vergara,2,6.05
Sol Heras,1,4.2
Sonam Kapoor,1,7.4
Sondra Locke,1,6.8
Sonja Bennett,1,6.6
Sonja Kinski,1,5.5
Sonoya Mizuno,1,6.9
Sonya Walger,1,5.6
Sophia Bush,1,6.2
Sophia Loren,1,5.3
Sophia Myles,1,4.4
Sophia Taylor Ali,1,7.6
Sophie Lowe,3,6.733333333333334
Sophie Monk,1,5.9
Sophie Nyweide,1,6.0
Sophie NÃ©lisse,1,4.6
Sophie Rundle,1,6.9
Sophie Stanton,1,6.0
Sophie Turner,1,5.3
Sophie Vavasseur,1,6.6
Sophie Ward,1,8.0
Sophie de FÃ¼rst,1,6.0
Sosina Wogayehu,1,5.8
Spencer Boldman,1,6.1
Spencer Breslin,1,6.2
Spencer Crittenden,1,5.9
Spencer Garrett,1,7.3
Spencer Hudson,1,6.1
Spencer List,1,7.7
Spencer Locke,2,6.0
Spencer Lofranco,1,5.6
Spencer McLaren,1,6.8
Spencer Treat Clark,2,6.2
Spike Jonze,1,5.2
Stacey Dash,1,6.2
Stacy Keach,1,6.9
Stacy Martin,1,5.1
Stan Adelstein,1,6.9
Stan Lee,1,7.1
Stanley Crouch,1,6.0
Stanley Tucci,5,5.96
Stanley Weber,1,6.3
Stanton A. Glantz,1,5.3
Starlette Miariaunii,1,6.6
Steele Stebbins,1,5.6
Stefanie Estes,1,8.0
Stefanie Scott,2,6.9
Steffani Brass,1,5.4
Stella Maeve,1,4.8
Stella McCartney,1,5.8
Stellan SkarsgÃ¥rd,6,6.383333333333333
Stephan James,1,5.6
Stephanie Allynne,2,4.75
Stephanie Bennett,2,6.05
Stephanie Bishop,1,6.7
Stephanie Cotton,1,6.1
Stephanie Danielsen,1,7.0
Stephanie Hunt,1,5.1
Stephanie Jacobsen,2,5.0
Stephanie Szostak,1,7.1
Stephen Amell,1,6.3
Stephen Apostolina,1,5.3
Stephen Billington,1,6.7
Stephen Blackehart,1,5.1
Stephen Boss,2,6.15
Stephen Campbell Moore,3,5.233333333333333
Stephen Cromwell,1,6.3
Stephen Dorff,2,6.0
Stephen Fry,2,6.85
Stephen Graham,3,5.933333333333334
Stephen Hagan,1,4.9
Stephen Hawking,1,5.8
Stephen Huszar,1,6.4
Stephen Kramer Glickman,1,6.3
Stephen Lang,5,6.22
Stephen Mangan,1,6.1
Stephen McHattie,5,5.840000000000001
Stephen Mendel,1,5.8
Stephen Merchant,2,6.35
Stephen Park,1,6.3
Stephen Patrick Dunn,1,7.5
Stephen Paynter,1,6.0
Stephen Rakes,1,5.9
Stephen Rannazzisi,1,4.5
Stephen Rea,4,5.75
Stephen Root,2,5.45
Stephen Sarrazin,1,5.2
Stephen Singer,1,5.5
Stephen Spinella,1,6.4
Stephen Tobolowsky,2,5.85
Sterling Beaumon,1,5.2
Sterling Holloway,1,5.4
Sterling Jerins,2,5.3
Sterling Jones,1,6.5
Sterling Knight,2,6.4
Steve Agee,2,5.55
Steve Angello,1,6.1
Steve Austin,1,6.1
Steve Bisley,1,6.8
Steve Blackwood,1,5.7
Steve Blum,3,5.133333333333333
Steve Buscemi,9,5.422222222222222
Steve Carell,8,5.975
Steve Coogan,4,5.475
Steve Downes,1,4.7
Steve Evets,1,6.7
Steve Guttenberg,1,8.3
Steve Hanks,1,5.7
Steve Harris,2,6.300000000000001
Steve Howey,3,5.8
Steve Jordan,1,7.1
Steve Le Marquand,1,6.7
Steve Lemme,1,6.7
Steve Lund,1,6.0
Steve Martin,5,6.460000000000001
Steve Mazoukis,1,5.8
Steve Nash,1,7.2
Steve Oram,2,5.75
Steve Purcell,1,4.8
Steve Speirs,1,5.8
Steve Talley,2,5.95
Steve Toussaint,1,6.2
Steve Valentine,2,6.5
Steve Whitmire,1,7.0
Steve Zahn,3,6.0
Steve-O,1,7.0
Steven Barton,1,6.6
Steven Berkoff,1,6.0
Steven Brand,1,5.0
Steven Crowder,1,6.5
Steven Elder,1,6.0
Steven Keats,1,4.5
Steven Kennedy,1,7.1
Steven Luke,1,7.2
Steven Mackintosh,2,7.4
Steven Michael Quezada,1,5.8
Steven Moffat,1,7.2
Steven Ogg,1,6.5
Steven R. McQueen,1,7.2
Steven S. DeKnight,1,5.6
Steven Seagal,6,5.966666666666666
Steven Strait,1,7.9
Steven Waddington,3,5.5
Steven Yeun,1,6.8
Stewart Scudamore,1,5.8
Storm Acheche SahlstrÃ¸m,1,7.5
Strother Martin,1,5.8
Stuart Allan,2,5.8
Stuart Graham,1,7.2
Stuart Rigby,1,6.4
Stuart Rutherford,1,4.5
Stuart Whitman,1,8.2
Su-ho Ha,1,5.3
Sue Rock,1,5.1
Suki Waterhouse,1,5.1
Sullivan Stapleton,2,5.550000000000001
Summer Glau,1,5.6
Summer Jike,1,4.8
Sung Kang,2,5.45
Sunil Shetty,1,4.1
Sunil Thapa,1,5.8
Sunny Suljic,1,6.6
Suraj Sharma,1,5.9
Susan Burke,1,7.4
Susan Sarandon,9,5.977777777777778
Susan Strasberg,1,5.8
Susan Swift,1,6.5
Susie Bick,1,6.5
Susie Essman,1,7.1
Suzanne ClÃ©ment,1,5.9
Suzie Frances Garton,1,5.8
Suzzanne Douglas,1,6.6
Swisyzinna,1,6.8
Syd Wilder,1,7.6
Sydney Kondruss,1,6.8
Sylvaine Strike,1,5.1
Sylvester Stallone,5,5.640000000000001
Sylvie Testud,2,5.949999999999999
SÃ´nia Braga,1,5.6
T.C. Stallings,1,7.1
T.I.,1,6.9
T.J. Miller,3,5.733333333333333
Tabitha St. Germain,4,6.1
Tabor Helton,1,4.6
Tabrett Bethell,1,6.7
Tad Hilgenbrink,1,8.5
Tadanobu Asano,1,5.2
Tahar Rahim,1,4.9
Tahir Bhasin,1,6.2
Tahmoh Penikett,1,6.5
Tahyna Tozzi,1,6.0
Taika Waititi,1,6.5
Taissa Farmiga,3,6.066666666666666
Takamasa Ishihara,1,6.5
Takeo Nakahara,1,4.6
Takeshi Aono,1,5.9
Takuya Kimura,1,5.9
Talal El-Jordi,1,5.4
Talia Balsam,1,6.3
Talulah Riley,2,6.25
Tamara Taylor,1,5.0
Tamer Hassan,1,6.4
Tamera Mowry,1,6.3
Tamla Kari,1,6.2
Tammin Sursok,2,6.15
Tammy Blanchard,3,6.066666666666666
Tammy Bruce,1,5.5
Tamsin Egerton,4,5.4750000000000005
Tamsin Greig,1,7.5
Tamzin Merchant,2,5.800000000000001
Tanay Chheda,1,4.9
Tang Wei,1,5.0
Tania Raymonde,2,6.25
Tanit Phoenix,1,7.2
Tara Flynn,1,5.5
Tara Reid,3,5.933333333333334
Tara Strong,2,5.6
Tara Wilson,1,3.9
Taraji P. Henson,5,6.040000000000001
Taron Egerton,3,4.766666666666667
Taryn Manning,2,5.800000000000001
Taryn Power,1,6.2
Tas Pappas,1,6.7
Tate Ellington,1,6.9
Tatiana Astengo,1,5.8
Tatiana Maslany,1,4.8
Tatjana PajkoviÄ‡,1,4.7
Tatsuya GashÃ»in,1,5.9
Tatum Chiniquy,1,5.7
Tatum Miranda,1,6.6
Tawny Amber Young,1,6.8
Taya Kyle,1,4.6
Taye Diggs,1,4.2
Taylor Ashley Murphy,1,5.6
Taylor Bottles,1,6.3
Taylor Coliee,1,6.0
Taylor Gray,1,6.6
Taylor Kinney,1,4.1
Taylor Kitsch,2,5.65
Taylor Lautner,4,5.8
Taylor Poulin,1,6.3
Taylor Richardson,1,5.3
Taylor Schilling,1,5.2
Taylor Swift,2,5.85
Te Kohe Tuhaka,1,5.0
Teairra Mari,1,5.9
Teala Dunn,1,5.3
Ted Danson,1,6.2
"Ted DiBiase, Jr.",1,6.5
Ted Levine,1,6.3
Ted McGinley,1,6.5
Teddy Sears,2,6.85
Tegan Crowley,1,6.8
Tego CalderÃ³n,1,5.8
Temuera Morrison,1,5.5
Teo Halm,1,5.4
Terence Hill,1,5.3
Terence Stamp,1,5.5
Teresa Palmer,5,6.4399999999999995
Teresa Ruiz,1,5.9
Teri Andrzejewski,1,5.4
Teri Ann Nelson,1,6.2
Teri Garr,2,6.8
Teri Hatcher,1,5.1
Teri Polo,2,6.050000000000001
Terrence Howard,2,5.9
Terry Crews,5,6.0200000000000005
Terry Kinney,1,5.8
Tess Liu,1,5.5
Tessa Thompson,2,5.65
Tessie Santiago,1,5.9
Teyonah Parris,2,5.85
Thad Luckinbill,1,6.2
Thampy Antony,1,6.9
Thandie Newton,1,6.5
The Edge,1,6.6
The Glam Girls,1,6.5
Thekla Reuten,1,6.5
Theo Ikummaq,1,5.7
Theo James,3,5.966666666666666
Thierry Guetta,1,5.6
Thierry Neuvic,1,7.1
Thom Hoffman,1,5.3
Thomas Brodie-Sangster,1,6.6
Thomas Dekker,5,6.3
Thomas F. Duffy,1,6.3
Thomas Gibson,1,4.7
Thomas Haden Church,6,6.033333333333334
Thomas Ian Nicholas,1,7.2
Thomas Jane,7,5.671428571428572
Thomas Mann,1,4.5
Thomas McDonell,1,2.9
Thomas Middleditch,1,4.1
Thomas Robinson,1,5.6
Thomas Sadoski,3,5.333333333333333
Thomas Stroppel,1,7.3
Thora Birch,3,5.866666666666667
Thorsten Kaye,1,6.8
Ti Lung,1,6.6
Tia Mowry,1,7.5
Tiffany Bolling,1,5.3
Tiffany DeMarco,1,5.0
Tiffany Thornton,1,5.5
Tig Notaro,2,4.8
Tiger Charlie Gerhardt,1,6.3
Tika Sumpter,4,6.450000000000001
Tilda Swinton,2,4.949999999999999
Tim Allen,4,5.8
Tim Berners-Lee,1,6.3
Tim Blake Nelson,1,4.8
Tim Burton,2,4.65
Tim Curry,3,6.666666666666667
Tim Daly,3,5.833333333333333
Tim Guinee,1,4.3
Tim Gunn,1,6.0
Tim Habeger,1,4.7
Tim Hands,1,6.6
Tim McGraw,2,6.65
Tim McInnerny,1,4.5
Tim McVey,1,6.4
Tim Ogletree,1,6.2
Tim Phillips,1,6.3
Tim Robbins,1,6.5
Tim Roth,4,6.35
Tim Walker,1,6.0
Timothy Bottoms,1,5.0
Timothy Dalton,2,6.3
Timothy Davis,1,7.0
Timothy Hutton,2,6.0
Timothy J. Cox,1,5.1
Timothy Olyphant,3,6.233333333333333
Timothy S. Shoemaker,1,6.6
Timothy Spall,5,6.16
TimothÃ©e Chalamet,1,6.3
Tina Fey,6,5.883333333333333
Tina Ivlev,2,4.3
Tina Louise,1,7.2
Tino Struckmann,1,6.2
Titus Welliver,1,6.0
Tiya Sircar,1,7.4
Tobey Maguire,2,6.0
Tobias Moretti,1,5.7
Tobin Bell,3,5.833333333333333
Toby Hemingway,1,6.1
Toby Jones,6,6.316666666666666
Toby Kebbell,2,5.35
Todd Farmer,1,5.0
Todd Field,1,7.1
Todd Haberkorn,1,7.2
Todd Jensen,1,6.6
Todd Kubrak,1,7.1
Todd Lascane,1,6.7
Todd Louiso,1,6.0
Togo Igawa,4,5.925
Tom Aldredge,1,5.7
Tom Ardavany,1,6.1
Tom Arnold,2,6.8
Tom Asaki,1,6.2
Tom Benedict Knight,1,5.5
Tom Berenger,5,6.5
Tom Bower,1,6.0
Tom Brokaw,1,3.0
Tom Burke,1,6.9
Tom Cavanagh,3,6.900000000000001
Tom Charlfa,1,6.2
Tom Conti,2,6.65
Tom Courtenay,1,6.3
Tom Cruise,3,5.466666666666666
Tom Cullen,1,6.3
Tom E. Lewis,1,6.1
Tom Felton,2,4.8
Tom Frederic,1,4.8
Tom Gallop,1,6.6
Tom Hanks,4,5.8
Tom Hardy,9,5.866666666666666
Tom Hiddleston,4,5.125
Tom Holland,2,5.85
Tom Hollander,1,5.6
Tom Hopper,1,5.5
Tom Hughes,1,3.1
Tom Kenny,3,5.566666666666667
Tom Lenk,1,6.1
Tom McCamus,1,7.0
Tom McCarthy,1,7.0
Tom McGrath,2,6.05
Tom McLaren,1,5.8
Tom Noonan,2,6.6
Tom Riley,1,6.3
Tom Russell,1,5.6
Tom Savini,1,5.9
Tom Selleck,3,5.8
Tom Sizemore,3,5.5
Tom Skerritt,1,7.1
Tom Stedham,1,5.3
Tom Sturridge,4,6.25
Tom Vilsack,1,6.4
Tom Waits,1,6.1
Tom Ward,1,5.4
Tom Welling,1,4.7
Tom Wilkinson,9,5.577777777777779
Tomas Arana,1,7.2
Tomas Boykin,1,6.1
Tommy 'Tiny' Lister,1,5.2
Tommy Ball,1,5.8
Tommy Bastow,1,6.5
Tommy Davidson,1,6.2
Tommy Donahue,1,4.8
Tommy Flanagan,1,7.5
Tommy Lee Jones,4,6.575000000000001
Tommy Savas,1,5.8
Tommy Snider,1,6.6
Toni Collette,6,6.833333333333333
Tonne Goodman,1,7.0
Tony Amendola,1,6.3
Tony Bellette,1,5.9
Tony Bennett,1,5.6
Tony Curran,1,4.3
Tony Denman,1,5.8
Tony Evangelista,1,7.4
Tony Fucile,1,6.1
Tony Goldwyn,2,6.25
Tony Hale,1,6.7
Tony Jaa,1,6.4
Tony Kgoroge,2,6.0
Tony Perez,1,5.3
Tony Revolori,2,6.15
Tony Roberts,2,6.050000000000001
Tony Todd,3,6.2
Tony Way,1,6.2
Tonya Kay,1,5.7
Toor Pekai Yousafzai,1,6.4
Topher Grace,4,6.050000000000001
Torey Byrne,1,5.6
Torsten Voges,1,3.5
Traci Lords,1,4.9
Tracy Middendorf,1,6.6
Tracy Morgan,2,6.800000000000001
Tracy-Ann Oberman,1,6.9
Travis Aaron Wade,1,5.5
Travis Van Winkle,1,6.6
Travis Willingham,1,3.6
Treat Williams,3,6.633333333333333
Trent Haaga,1,5.4
Tress MacNeille,1,6.4
Tressa Silguero,1,5.6
Treva Etienne,1,5.8
Trevor Devall,1,6.1
Trevor Moore,1,5.9
Trevor Morgan,1,5.5
Trevor Tordjman,1,5.5
Tricia Helfer,2,5.35
Tricia O'Kelley,1,4.4
Trina Willard,1,6.8
Trine Dyrholm,1,5.3
Troian Bellisario,1,5.0
Trond Nilssen,1,7.3
Troy Baker,5,6.1
Troy Garity,1,6.1
Troy Ogletree,1,6.1
Tsianina Joelson,1,6.1
Tsuyoshi Ihara,1,6.2
Tuffy Questell,1,5.9
Tunde Adebimpe,1,5.5
Tuppence Middleton,3,6.7
Tuva Novotny,1,5.6
Ty Burrell,4,5.65
Ty Olsson,1,6.2
Ty Simpkins,1,6.9
Tye Sheridan,6,6.75
Tyler Craig,1,6.5
Tyler Hollinger,1,7.8
Tyler James Williams,1,6.6
Tyler Labine,2,5.45
Tyler Mane,1,5.8
Tyler Perry,4,5.8
Tyler Steelman,1,4.6
Tyrese Gibson,1,6.9
Tzi Ma,1,7.3
TÃ³mas Lemarquis,1,5.9
Udo Kier,3,6.5
Ulrich Thomsen,2,5.9
Ulrich Tukur,1,5.6
Uma Thurman,2,6.1
Uri Geller,1,6.7
Uriah Shelton,1,5.1
Val Kilmer,6,6.6499999999999995
Valdineia Soriano,1,6.3
Valene Kane,1,4.5
Valentijn Dhaenens,1,8.4
Valentina Izumi,1,6.5
Valentina Lodovini,1,7.1
Valentina de Angelis,1,5.8
Valentino Rossi,1,5.2
Valeria Vereau,1,6.8
Valin Shinyei,1,5.4
ValÃ©rie Bonneton,1,5.8
Vandana Shiva,1,5.3
Vanessa Bayer,1,5.1
Vanessa Bell Calloway,1,5.9
Vanessa Branch,1,7.2
Vanessa Gray,1,7.3
Vanessa Hudgens,2,4.35
Vanessa Kirby,1,6.1
Vanessa Marshall,1,8.3
Vanessa Redgrave,4,5.55
Varun Dhawan,2,5.7
Vas Blackwood,1,6.1
Venus Schultheis,1,5.7
Vera Farmiga,4,5.8999999999999995
Vera Filatova,1,5.0
Verne Troyer,1,6.2
Vernon Wells,1,6.9
Veronica Cartwright,1,5.0
Veronica Ferres,1,6.1
Veronica Olivier,1,4.9
Veronica Quilligan,1,5.6
Vianney Kazarama,1,6.3
Vic Chao,1,7.9
Victor Garber,4,5.15
Victor Gojcaj,1,4.6
Victor McCay,1,7.2
Victor Parascos,1,6.4
Victor Rasuk,2,5.4
Victor Webster,2,4.85
Victor Williams,1,6.7
Victoria Justice,2,6.1
Victoria Naumova,1,6.6
Victoria Pratt,1,5.2
Victoria Profeta,1,5.6
Victoria Rowell,1,4.6
Victoria Spencer Smith,1,6.2
Victoria Thaine,1,4.6
Vidya Balan,1,7.9
Viggo Mortensen,2,5.300000000000001
Vik Muniz,1,6.0
Viktor SaviÄ‡,1,5.8
Vin Diesel,5,6.74
Vince Vaughn,2,4.9
Vincent Cassel,4,5.225
Vincent D'Onofrio,3,6.3999999999999995
Vincent Elbaz,1,6.4
Vincent Gallo,2,6.800000000000001
Vincent Lacoste,1,5.8
Vincent Naviti,1,5.7
Vincent Piazza,2,5.699999999999999
Vinessa Shaw,1,6.7
Ving Rhames,9,5.777777777777778
Vinnie Jones,6,5.466666666666668
Vinod Khanna,1,5.4
Viola Davis,7,6.128571428571428
Violante Placido,1,6.4
Virginia Gardner,1,4.6
Virginia Madsen,5,6.32
Virginia Vincent,1,5.5
Virginia Williams,1,8.1
Virginie Ledoyen,1,6.1
Vitalik Buterin,1,6.8
Vittorio Brahm,1,4.6
Viva Bianca,1,6.0
Vivean Gray,1,5.9
Vivek Oberoi,1,5.6
Vivian Sung,1,5.6
Viviane Senna,1,6.6
Vivica A. Fox,2,6.15
Vladimir Pozner,1,5.2
Vyacheslav Fetisov,1,6.4
Vytautas Sapranauskas,1,6.2
Waddy Wachtel,1,7.3
Wallace Shawn,2,4.85
Wallace Wolodarsky,2,6.85
Walt Disney,1,6.7
Walter Day,1,5.6
Walter Koenig,1,6.1
Walter Perez,1,6.1
Walton Goggins,4,5.949999999999999
Wang Qian-Yuan,1,4.4
Warren Clarke,1,7.6
Warren Ellis,1,5.5
Warren Mitchell,1,4.6
Warwick Davis,1,4.9
Wayne Dyer,1,7.0
Wayne Grayson,1,6.4
Wen Bin Huang,1,6.1
Wendel Calvert,1,5.3
Wendi McLendon-Covey,5,6.4
Wendy Playfair,1,4.0
Wendy Worthington,1,4.7
Wentworth Miller,2,6.35
Werner Herzog,3,5.8
Wes Anderson,1,6.5
Wes Bentley,6,5.566666666666667
Wes Studi,1,8.4
Wesley Morgan,1,5.7
Wesley Snipes,2,6.25
Wesley Strick,1,7.0
Whitney Able,2,6.65
Whitney Hoy,1,6.0
Whitney Moore,1,5.5
Whoopi Goldberg,1,5.9
Wil Wheaton,1,5.8
Will Arnett,8,5.5375
Will Crown,1,5.7
Will Ferrell,8,6.312499999999999
Will Forte,3,6.3999999999999995
Will Friedle,1,6.7
Will Harris,1,5.2
Will Kemp,1,5.6
Will Patton,2,6.45
Will Poulter,3,6.733333333333333
Will Sampson,1,6.9
Will Smith,2,3.8499999999999996
Will Tranfo,1,6.5
Will Yun Lee,2,6.25
Willa Townsend,1,6.9
Willem Dafoe,6,6.433333333333334
William Ackman,1,5.5
William Ainscough,1,7.6
William Atherton,1,6.0
William B. Davis,2,6.75
William Baldwin,1,5.4
William Black,1,5.8
William Devane,3,6.066666666666666
William F. Buckley,1,5.9
William Fichtner,1,6.0
William H. Macy,5,5.82
William Haze,1,7.7
William Hurt,3,6.366666666666667
William Huw,1,6.4
William JÃ¸hnk Nielsen,1,6.8
William Katt,1,7.3
William Mapother,1,7.1
William Peltz,1,7.6
William Prince,1,7.0
William Sadler,3,7.033333333333334
William Salyers,1,7.8
William Shatner,3,6.333333333333333
William Shimell,1,7.7
William Zabka,1,7.2
Willie Nelson,1,6.2
Willow Johnson,1,5.7
Wilmer Valderrama,2,6.5
Wilson Haagens,1,6.4
Winona Mae,1,6.3
Winona Ryder,6,6.533333333333332
Winston James Francis,1,6.0
Winter Ave Zoli,1,6.4
Wood Harris,1,7.3
Woody Allen,1,6.0
Woody Harrelson,5,5.98
Woody Strode,1,7.0
Woon Young Park,1,6.2
Wouter Hendrickx,1,7.3
Wrenn Schmidt,1,5.1
Wu Jing,1,6.5
Wu Ruo-Fu,1,5.8
Wung-hoe Gu,1,7.0
Wyatt Nash,1,5.3
Wynn Everett,1,6.3
Xander Berkeley,1,5.6
Xavier Dolan,1,6.2
Xavier Horan,1,7.1
Xavier Samuel,3,6.066666666666666
Xu Zheng,1,4.8
Yancey Arias,1,6.3
Yancy Butler,1,4.6
Yann Arthus-Bertrand,1,5.7
Yara Shahidi,1,6.3
Yassir Lester,1,5.3
Yaya DaCosta,2,6.65
Ymanol Perset,1,6.8
Yoav Donat,1,6.0
Yolanda Ross,1,6.2
Yolande Moreau,1,4.9
Yolandi Visser,1,7.2
Yorick van Wageningen,1,5.9
